"parent_industry","industry","company_id"
Utilities,Utilities,19083
Retail,Retail,19083
Professional Services,Software and IT Services,19084
Telecommunications,Communications Services,19084
Professional Services,Online Properties,19088
Telecommunications,Communications Services,19088
Banking,Banking and Financial Services,19091
Education,Education,19093
Utilities,Utilities,19095
Banking,Banking and Financial Services,19095
Utilities,Utilities,19096
Banking,Banking and Financial Services,19096
Professional Services,Software and IT Services,19096
Utilities,Utilities,19097
Media,Media,19097
Discrete Manufacturing,Automotive,19097
Education,Education,19098
Utilities,Utilities,19099
Discrete Manufacturing,Automotive,19099
Utilities,Utilities,19101
Media,Media,19101
Discrete Manufacturing,Automotive,19101
Media,Media,19104
Professional Services,Software and IT Services,19105
Professional Services,Software and IT Services,19106
Discrete Manufacturing,Automotive,19115
Media,Media,19118
Healthcare Provider,Health,19119
Utilities,Utilities,19120
Transportation,Transportation,19120
Retail,Retail,19120
Banking,Banking and Financial Services,19121
Construction,Construction,19121
Education,Education,19121
Education,Education,19122
Retail,Retail,19122
Discrete Manufacturing,Automotive,19123
Education,Education,19126
Retail,Retail,19126
Media,Media,19129
Retail,Retail,19129
Utilities,Utilities,19135
Media,Media,19137
Media,Media,19141
Education,Education,19142
Banking,Banking and Financial Services,19143
Education,Education,19144
Education,Education,19146
Professional Services,Software and IT Services,19147
Telecommunications,Communications Services,19147
Education,Education,19147
Discrete Manufacturing,Other Discrete Manufacturing,19149
Education,Education,19153
Utilities,Utilities,19155
Banking,Banking and Financial Services,19155
Construction,Construction,19155
Education,Education,19155
Transportation,Transportation,19155
Retail,Retail,19155
Discrete Manufacturing,Automotive,19156
Construction,Construction,19156
Education,Education,19156
Professional Services,Software and IT Services,19173
Education,Education,19173
Retail,Retail,19173
Construction,Construction,19175
Education,Education,19177
Retail,Retail,19177
Banking,Banking and Financial Services,19188
Construction,Construction,19189
Professional Services,Business Services,19194
Education,Education,19194
Banking,Banking and Financial Services,19199
Professional Services,Software and IT Services,19199
Telecommunications,Communications Services,19199
Healthcare Provider,Health,19199
Utilities,Utilities,19202
Construction,Construction,19202
Education,Education,19202
Utilities,Utilities,19207
Construction,Construction,19207
Professional Services,Business Services,19211
Media,Media,19212
Banking,Banking and Financial Services,19212
Education,Education,19212
Professional Services,Software and IT Services,19214
Construction,Construction,19217
Education,Education,19217
Transportation,Transportation,19217
Retail,Retail,19217
Utilities,Utilities,19218
Construction,Construction,19218
Education,Education,19218
Retail,Retail,19218
Media,Media,19220
Education,Education,19220
Transportation,Transportation,19220
Retail,Retail,19220
Professional Services,Software and IT Services,19222
Media,Media,19223
Education,Education,19223
Transportation,Transportation,19223
Retail,Retail,19223
Education,Education,19224
Education,Education,19225
Banking,Banking and Financial Services,19227
Media,Media,19233
Banking,Banking and Financial Services,19235
Transportation,Transportation,19235
Retail,Retail,19235
Retail,Other Retail,19236
Education,Education,19236
Retail,Retail,19236
Telecommunications,Communications Services,19237
Construction,Construction,19241
Education,Education,19241
Transportation,Transportation,19241
Construction,Construction,19244
Education,Education,19244
Professional Services,Business Services,19245
Professional Services,Online Properties,19248
Banking,Banking and Financial Services,19248
Discrete Manufacturing,Automotive,19248
Retail,Retail,19248
Telecommunications,Communications Services,19250
Utilities,Utilities,19252
Telecommunications,Communications Services,19252
Media,Media,19254
Banking,Banking and Financial Services,19254
Education,Education,19254
Professional Services,Software and IT Services,19256
Utilities,Utilities,19260
Transportation,Transportation,19260
Retail,Retail,19260
Healthcare Provider,Health,19261
Telecommunications,Communications Services,19271
Education,Education,19273
Media,Media,19275
Professional Services,Software and IT Services,19275
Education,Education,19275
Professional Services,Business Services,19277
Professional Services,Business Services,19278
Banking,Banking and Financial Services,19279
Professional Services,Business Services,19284
Professional Services,Business Services,19285
Education,Education,19288
Professional Services,Software and IT Services,19290
Education,Education,19294
Healthcare Provider,Health,19294
Retail,Other Retail,19295
Discrete Manufacturing,Automotive,19302
Construction,Construction,19302
Education,Education,19302
Professional Services,Business Services,19304
Construction,Construction,19304
Education,Education,19309
Media,Media,19310
Professional Services,Software and IT Services,19313
Banking,Banking and Financial Services,19320
Construction,Construction,19320
Education,Education,19320
Transportation,Transportation,19320
Retail,Retail,19320
Healthcare Provider,Health,19324
Banking,Banking and Financial Services,19326
Retail,Retail,19326
Education,Education,19331
Utilities,Utilities,19333
Media,Media,19336
Banking,Banking and Financial Services,19342
Construction,Construction,19342
Education,Education,19342
Transportation,Transportation,19342
Retail,Retail,19342
Construction,Construction,19348
Education,Education,19348
Construction,Construction,19350
Education,Education,19350
Retail,Retail,19351
Professional Services,Business Services,19353
Insurance,Insurance Carriers,19353
Construction,Construction,19358
Education,Education,19358
Retail,Retail,19358
Construction,Construction,19361
Professional Services,Software and IT Services,19363
Construction,Construction,19367
Education,Education,19367
Transportation,Transportation,19367
Retail,Retail,19367
Discrete Manufacturing,Automotive,19368
Construction,Construction,19368
Transportation,Transportation,19368
Retail,Retail,19368
Utilities,Utilities,19369
Discrete Manufacturing,Automotive,19369
Construction,Construction,19369
Education,Education,19369
Retail,Retail,19370
Discrete Manufacturing,Automotive,19377
Education,Education,19377
Retail,Retail,19377
Banking,Banking and Financial Services,19380
Professional Services,Software and IT Services,19380
Personal and Consumer Services,Consumer & Recreational Services,19380
Utilities,Utilities,19382
Professional Services,Business Services,19384
Education,Education,19384
Education,Education,19385
Healthcare Provider,Health,19385
Utilities,Utilities,19389
Education,Education,19389
Transportation,Transportation,19389
Retail,Retail,19389
Discrete Manufacturing,Automotive,19395
Banking,Banking and Financial Services,19397
Retail,Retail,19397
Federal/Central Government,Federal/Central Government,19408
Education,Education,19408
Education,Education,19414
Education,Education,19415
Professional Services,Software and IT Services,19417
Banking,Banking and Financial Services,19421
Professional Services,Software and IT Services,19421
Insurance,Insurance Carriers,19421
Discrete Manufacturing,Other Discrete Manufacturing,19421
Professional Services,Software and IT Services,19424
Retail,Other Retail,19424
Personal and Consumer Services,Consumer & Recreational Services,19424
Retail,Retail,19424
Professional Services,Software and IT Services,19426
Education,Education,19426
Professional Services,Business Services,19434
Construction,Construction,19435
Education,Education,19435
Banking,Banking and Financial Services,19438
