"third_platform_category","third_platform_detail","company_id"
Innovation Accelerators,Internet of Things (IoT),3786
Innovation Accelerators,Blockchain,3786
Pillars,Social,3787
Pillars,Social,3792
Innovation Accelerators,Artificial Intelligence Systems,3796
Innovation Accelerators,Blockchain,3801
Pillars,Social,3805
Innovation Accelerators,Internet of Things (IoT),3805
Innovation Accelerators,Next Generation Security,3805
Innovation Accelerators,Blockchain,3805
Innovation Accelerators,Internet of Things (IoT),3811
Pillars,Social,3812
Pillars,Social,3816
Pillars,Social,3820
Pillars,Social,3823
Pillars,Social,3837
Innovation Accelerators,Internet of Things (IoT),3837
Innovation Accelerators,Blockchain,3837
Innovation Accelerators,Artificial Intelligence Systems,3843
Innovation Accelerators,Internet of Things (IoT),3845
Innovation Accelerators,Next Generation Security,3851
Pillars,Social,3854
Pillars,Social,3862
Pillars,Social,3876
Pillars,Social,3891
Innovation Accelerators,Internet of Things (IoT),3891
Innovation Accelerators,AR/VR,3891
Pillars,Social,3895
Pillars,Social,3899
Pillars,Social,3902
Pillars,Social,3908
Innovation Accelerators,Internet of Things (IoT),3914
Innovation Accelerators,"3D Printing",3916
Pillars,Social,3918
Innovation Accelerators,"3D Printing",3920
Innovation Accelerators,Next Generation Security,3931
Pillars,Social,3939
Innovation Accelerators,Internet of Things (IoT),3939
Innovation Accelerators,Internet of Things (IoT),3948
Pillars,Social,3949
Pillars,Social,3960
Pillars,Big Data and Analytics,3961
Innovation Accelerators,Artificial Intelligence Systems,3965
Pillars,Social,3969
Innovation Accelerators,Next Generation Security,3972
Innovation Accelerators,Artificial Intelligence Systems,3975
Pillars,Social,3984
Pillars,Social,3987
Pillars,Social,3988
Pillars,Social,3994
Pillars,Social,3999
Innovation Accelerators,Internet of Things (IoT),3999
Pillars,Social,4000
Pillars,Social,4005
Pillars,Social,4007
Pillars,Social,4010
Pillars,Social,4013
Pillars,Social,4018
Pillars,Social,4031
Innovation Accelerators,Blockchain,4031
Pillars,Social,4039
Innovation Accelerators,Internet of Things (IoT),4039
Pillars,Social,4041
Pillars,Social,4056
Innovation Accelerators,Artificial Intelligence Systems,4070
Pillars,Social,4074
Pillars,Social,4075
Pillars,Social,4083
Innovation Accelerators,Next Generation Security,4100
Pillars,Social,4111
Innovation Accelerators,Internet of Things (IoT),4111
Pillars,Social,4114
Innovation Accelerators,Artificial Intelligence Systems,4116
Innovation Accelerators,Blockchain,4120
Pillars,Social,4121
Innovation Accelerators,Next Generation Security,4121
Innovation Accelerators,Robotics,4122
Pillars,Social,4123
Pillars,Social,4130
Pillars,Social,4145
Pillars,Social,4146
Innovation Accelerators,Internet of Things (IoT),4146
Pillars,Social,4151
Pillars,Social,4157
Innovation Accelerators,Blockchain,4159
Pillars,Social,4162
Pillars,Social,4163
Pillars,Social,4164
Pillars,Social,4167
Pillars,Social,4174
Pillars,Social,4178
Pillars,Social,4189
Pillars,Social,4190
Pillars,Social,4209
Pillars,Social,4214
Pillars,Social,4218
Pillars,Social,4219
Pillars,Social,4222
Innovation Accelerators,Internet of Things (IoT),4222
Innovation Accelerators,Artificial Intelligence Systems,4225
Pillars,Social,4228
Innovation Accelerators,AR/VR,4230
Pillars,Social,4241
Pillars,Social,4254
Pillars,Social,4256
Pillars,Social,4258
Pillars,Social,4259
Innovation Accelerators,"3D Printing",4259
Innovation Accelerators,Internet of Things (IoT),4262
Innovation Accelerators,Artificial Intelligence Systems,4269
Innovation Accelerators,Internet of Things (IoT),4273
Innovation Accelerators,AR/VR,4273
Pillars,Social,4283
Pillars,Social,4284
Innovation Accelerators,Internet of Things (IoT),4284
Innovation Accelerators,AR/VR,4284
Innovation Accelerators,Next Generation Security,4285
Pillars,Social,4286
Pillars,Social,4288
Innovation Accelerators,Internet of Things (IoT),4288
Innovation Accelerators,Internet of Things (IoT),4293
Innovation Accelerators,Artificial Intelligence Systems,4297
Pillars,Social,4304
Pillars,Social,4305
Innovation Accelerators,Robotics,4305
Pillars,Social,4313
Pillars,Social,4322
Pillars,Social,4323
Pillars,Social,4324
Pillars,Big Data and Analytics,4333
Pillars,Social,4341
Innovation Accelerators,Artificial Intelligence Systems,4342
Innovation Accelerators,Internet of Things (IoT),4347
Innovation Accelerators,Internet of Things (IoT),4352
Pillars,Social,4355
Pillars,Social,4360
Pillars,Social,4367
Pillars,Social,4393
Innovation Accelerators,Internet of Things (IoT),4393
Innovation Accelerators,Robotics,4393
Pillars,Social,4396
Pillars,Social,4398
Pillars,Social,4405
Innovation Accelerators,Internet of Things (IoT),4405
Innovation Accelerators,Blockchain,4405
Pillars,Social,4420
Pillars,Social,4434
Innovation Accelerators,Robotics,4436
Pillars,Social,4438
Pillars,Social,4445
Innovation Accelerators,Internet of Things (IoT),4445
Pillars,Social,4452
Pillars,Social,4460
Innovation Accelerators,Next Generation Security,4467
Pillars,Social,4472
Innovation Accelerators,Internet of Things (IoT),4472
Innovation Accelerators,AR/VR,4485
Pillars,Social,4486
Innovation Accelerators,Internet of Things (IoT),4486
Innovation Accelerators,Blockchain,4486
Innovation Accelerators,Internet of Things (IoT),4503
Pillars,Social,4508
Pillars,Social,4509
Pillars,Social,4511
Pillars,Social,4516
Innovation Accelerators,Blockchain,4526
Pillars,Social,4528
Pillars,Social,4530
Pillars,Social,4531
Pillars,Social,4535
Pillars,Social,4546
Pillars,Social,4561
Pillars,Social,4568
Pillars,Social,4571
Pillars,Social,4578
Pillars,Social,4585
Pillars,Social,4597
Innovation Accelerators,Internet of Things (IoT),4599
Pillars,Social,4608
Pillars,Social,4610
Innovation Accelerators,Internet of Things (IoT),4612
Pillars,Social,4614
Pillars,Social,4627
Pillars,Big Data and Analytics,4643
Pillars,Social,4647
Pillars,Social,4651
Pillars,Social,4662
Innovation Accelerators,Internet of Things (IoT),4662
Pillars,Social,4667
Pillars,Social,4670
Pillars,Social,4675
Innovation Accelerators,Artificial Intelligence Systems,4676
Innovation Accelerators,Next Generation Security,4695
Innovation Accelerators,Artificial Intelligence Systems,4697
Innovation Accelerators,Internet of Things (IoT),4699
Pillars,Social,4724
Innovation Accelerators,Artificial Intelligence Systems,4734
Innovation Accelerators,Next Generation Security,4740
Pillars,Social,4743
Pillars,Social,4752
Innovation Accelerators,Internet of Things (IoT),4752
Innovation Accelerators,AR/VR,4752
Innovation Accelerators,"3D Printing",4755
Innovation Accelerators,AR/VR,4759
Pillars,Social,4761
Pillars,Social,4763
Pillars,Social,4788
Pillars,Social,4792
Innovation Accelerators,Internet of Things (IoT),4797
Pillars,Social,4799
Innovation Accelerators,Internet of Things (IoT),4808
Pillars,Social,4817
Innovation Accelerators,Internet of Things (IoT),4817
Innovation Accelerators,Internet of Things (IoT),4826
Pillars,Social,4832
Innovation Accelerators,Robotics,4832
Pillars,Social,4833
Pillars,Social,4835
Innovation Accelerators,Internet of Things (IoT),4835
Innovation Accelerators,AR/VR,4835
Pillars,Social,4851
Pillars,Social,4855
Innovation Accelerators,Next Generation Security,4856
Pillars,Social,4861
Pillars,Social,4862
Pillars,Social,4871
Pillars,Social,4878
Pillars,Social,4882
Pillars,Social,4886
Pillars,Social,4893
Pillars,Big Data and Analytics,4893
Innovation Accelerators,Internet of Things (IoT),4893
Innovation Accelerators,Robotics,4893
Innovation Accelerators,Blockchain,4893
Innovation Accelerators,Blockchain,4895
Pillars,Social,4896
Innovation Accelerators,Internet of Things (IoT),4896
Pillars,Social,4899
Innovation Accelerators,Artificial Intelligence Systems,4900
Pillars,Social,4902
Pillars,Social,4904
Innovation Accelerators,Next Generation Security,4904
Pillars,Social,4908
Pillars,Social,4909
Pillars,Social,4913
Pillars,Social,4915
Pillars,Social,4916
Innovation Accelerators,Robotics,4921
Pillars,Social,4922
Pillars,Social,4923
Pillars,Social,4924
Pillars,Social,4928
Pillars,Social,4931
Pillars,Social,4932
Innovation Accelerators,Blockchain,4932
Pillars,Social,4937
Pillars,Social,4938
Pillars,Social,4945
Innovation Accelerators,Blockchain,4945
Pillars,Social,4946
Pillars,Social,4948
Innovation Accelerators,Internet of Things (IoT),4948
Pillars,Social,4949
Pillars,Social,4950
Pillars,Social,4953
Pillars,Social,4968
Pillars,Social,4969
Pillars,Social,4971
Innovation Accelerators,Artificial Intelligence Systems,4973
Pillars,Social,4974
Innovation Accelerators,Robotics,4974
Pillars,Social,4982
Pillars,Social,4988
Innovation Accelerators,Internet of Things (IoT),4988
Pillars,Social,4992
Innovation Accelerators,Internet of Things (IoT),4992
Innovation Accelerators,Internet of Things (IoT),5000
Pillars,Social,5016
Innovation Accelerators,Artificial Intelligence Systems,5016
Pillars,Big Data and Analytics,5022
Pillars,Social,5032
Pillars,Social,5034
Pillars,Social,5036
Pillars,Social,5038
Pillars,Social,5042
Innovation Accelerators,Internet of Things (IoT),5053
Pillars,Social,5056
Pillars,Social,5070
Innovation Accelerators,Robotics,5072
Innovation Accelerators,Internet of Things (IoT),5073
Pillars,Social,5085
Pillars,Social,5089
Innovation Accelerators,Robotics,5089
Pillars,Social,5092
Pillars,Social,5096
Pillars,Social,5100
Pillars,Social,5108
Innovation Accelerators,Artificial Intelligence Systems,5114
Pillars,Social,5121
Pillars,Social,5128
Pillars,Social,5129
Innovation Accelerators,Internet of Things (IoT),5133
Pillars,Social,5134
Innovation Accelerators,Internet of Things (IoT),5134
Pillars,Social,5145
Pillars,Social,5147
Pillars,Social,5151
Innovation Accelerators,Next Generation Security,5160
Innovation Accelerators,Artificial Intelligence Systems,5161
Innovation Accelerators,AR/VR,5167
Pillars,Social,5180
Pillars,Social,5183
Innovation Accelerators,Internet of Things (IoT),5195
Pillars,Social,5217
Pillars,Social,5219
Innovation Accelerators,Internet of Things (IoT),5219
Innovation Accelerators,Blockchain,5219
Pillars,Social,5223
Innovation Accelerators,Artificial Intelligence Systems,5227
Pillars,Social,5252
Innovation Accelerators,AR/VR,5254
Pillars,Social,5258
Pillars,Social,5262
Innovation Accelerators,Internet of Things (IoT),5266
Innovation Accelerators,Artificial Intelligence Systems,5266
Pillars,Social,5267
Pillars,Social,5271
Innovation Accelerators,Robotics,5285
Pillars,Social,5288
Innovation Accelerators,Internet of Things (IoT),5306
Pillars,Social,5308
Pillars,Social,5313
Pillars,Social,5314
Pillars,Social,5317
Pillars,Social,5328
Pillars,Social,5342
Pillars,Social,5345
Innovation Accelerators,Robotics,5352
Pillars,Social,5361
Pillars,Social,5374
Innovation Accelerators,Next Generation Security,5378
Pillars,Social,5381
Pillars,Social,5386
Pillars,Social,5394
Pillars,Social,5405
Pillars,Social,5411
Pillars,Social,5417
Pillars,Social,5425
Pillars,Social,5431
Pillars,Social,5432
Pillars,Social,5433
Pillars,Social,5436
Pillars,Social,5438
Pillars,Social,5446
Pillars,Social,5448
Pillars,Social,5450
Pillars,Social,5451
Pillars,Social,5452
Pillars,Social,5453
Pillars,Social,5458
Pillars,Social,5479
Innovation Accelerators,Artificial Intelligence Systems,5482
Pillars,Social,5489
Pillars,Social,5504
Innovation Accelerators,Internet of Things (IoT),5504
Innovation Accelerators,Blockchain,5504
Pillars,Social,5506
Innovation Accelerators,Internet of Things (IoT),5512
Pillars,Social,5516
Pillars,Social,5518
Pillars,Social,5521
Pillars,Big Data and Analytics,5521
Innovation Accelerators,Internet of Things (IoT),5521
Pillars,Social,5522
Innovation Accelerators,Artificial Intelligence Systems,5523
Pillars,Social,5526
Pillars,Social,5530
Innovation Accelerators,Artificial Intelligence Systems,5532
Pillars,Social,5537
Innovation Accelerators,Artificial Intelligence Systems,5540
Innovation Accelerators,Blockchain,5552
Pillars,Social,5556
Pillars,Social,5561
Innovation Accelerators,Next Generation Security,5561
Pillars,Social,5574
Pillars,Social,5592
Pillars,Social,5593
Pillars,Social,5600
Innovation Accelerators,Internet of Things (IoT),5600
Pillars,Social,5610
Innovation Accelerators,Robotics,5612
Innovation Accelerators,Next Generation Security,5614
Pillars,Social,5617
Pillars,Big Data and Analytics,5621
Pillars,Social,5627
Innovation Accelerators,Next Generation Security,5629
Innovation Accelerators,Robotics,5633
Innovation Accelerators,Artificial Intelligence Systems,5634
Innovation Accelerators,Internet of Things (IoT),5637
Pillars,Social,5640
Pillars,Social,5662
Pillars,Social,5664
Pillars,Social,5674
Pillars,Social,5680
Pillars,Social,5681
Innovation Accelerators,Internet of Things (IoT),5684
Pillars,Social,5695
Pillars,Social,5700
Pillars,Social,5701
Pillars,Social,5702
Pillars,Social,5708
Innovation Accelerators,Robotics,5714
Pillars,Social,5723
Innovation Accelerators,AR/VR,5727
Pillars,Social,5731
Pillars,Social,5733
Innovation Accelerators,Internet of Things (IoT),5733
Pillars,Social,5735
Pillars,Social,5736
Pillars,Social,5738
Pillars,Social,5748
Pillars,Social,5749
Pillars,Social,5765
Pillars,Social,5767
Pillars,Social,5770
Innovation Accelerators,Blockchain,5770
Pillars,Social,5774
Innovation Accelerators,Internet of Things (IoT),5777
Pillars,Social,5782
Innovation Accelerators,AR/VR,5782
Pillars,Social,5790
Innovation Accelerators,Blockchain,5794
Pillars,Social,5795
Pillars,Social,5797
Pillars,Social,5799
Pillars,Social,5801
Pillars,Social,5802
Innovation Accelerators,Internet of Things (IoT),5802
Pillars,Social,5809
Pillars,Social,5815
Pillars,Social,5828
Innovation Accelerators,Internet of Things (IoT),5829
Pillars,Social,5837
Pillars,Social,5841
Pillars,Social,5842
Innovation Accelerators,Robotics,5845
Pillars,Social,5862
Pillars,Social,5863
Innovation Accelerators,Robotics,5863
Innovation Accelerators,Artificial Intelligence Systems,5864
Pillars,Social,5865
Pillars,Social,5868
Pillars,Social,5870
Pillars,Social,5873
Innovation Accelerators,AR/VR,5885
Pillars,Social,5889
Innovation Accelerators,Internet of Things (IoT),5890
Pillars,Social,5892
Innovation Accelerators,Internet of Things (IoT),5892
Pillars,Social,5895
Innovation Accelerators,AR/VR,5897
Innovation Accelerators,Artificial Intelligence Systems,5899
Pillars,Social,5903
Pillars,Social,5905
Pillars,Social,5906
Pillars,Social,5909
Pillars,Social,5917
Innovation Accelerators,Internet of Things (IoT),5917
Innovation Accelerators,Robotics,5917
Innovation Accelerators,Blockchain,5917
Pillars,Social,5918
Pillars,Social,5920
Innovation Accelerators,Robotics,5920
Innovation Accelerators,Artificial Intelligence Systems,5920
Pillars,Social,5921
Innovation Accelerators,Robotics,5921
